"package","variety_a","variety_b","variety_c","best","worst","var_a","var_b","var_c","lon","lat","planting_date","planting_day","season","year","GDD","minNT","maxNT","MLDS","MLWS","Rx5day"
"paquete 167","INTA Matagalpa","INTA Fuerte Sequia","INTA Centro Sur","C","A","Worse","Better","Better",-85.58349609,12.7341215,16698,263,"Po15",2015,65,18.6319806,19.94965311,10,5,64.97003937
"paquete 628","PM2 Don Rey","INTA Centro Sur","SJC 730-79","A","C","Better","Worse","Worse",-85.45715332,12.82787002,16777,342,"Ap15",2015,61,18.59250653,19.49630362,9,2,17.26550484
"paquete 955","INTA Fuerte Sequia","INTA Matagalpa","INTA Rojo","A","C","Better","Worse","Worse",-85.46127319,12.79707077,16779,344,"Ap15",2015,62,18.57013428,19.44375233,22,1,18.67073822
"paquete 287","INTA Precoz","INTA Rojo","BRT 103-182","C","A","Worse","Worse","Better",-85.71395874,12.87740872,16702,267,"Po15",2015,66,17.36178292,18.04948527,6,3,64.56450462
"paquete 632","BRT 103-182","INTA Centro Sur","INTA Matagalpa","C","B","Better","Better","Better",-85.45303345,12.82385294,16778,343,"Ap15",2015,62,18.47026856,19.3251436,10,2,17.26550484
"paquete 584","INTA Fuerte Sequia","SJC 730-79","INTA Matagalpa","B","C","Worse","Better","Worse",-85.46754502,12.80348018,16806,6,"Ap15",2016,56,18.57013428,19.32605744,6,1,17.26550484
"paquete 300","SJC 730-79","BRT 103-182","INTA Rojo","A","B","Better","Worse","Worse",-85.77713013,12.83992087,16724,289,"Po15",2015,68,17.23997016,17.95137262,8,5,74.62704659
"paquete 31","ALS 0532-6","BRT 103-182","INTA Rojo","A","C","Better","Worse","Worse",-85.71807861,12.94433734,16710,275,"Po15",2015,83,16.52407311,18.04930623,6,5,68.44228268
"paquete 965","BRT 103-182","SJC 730-79","INTA Centro Sur","A","C","Better","Worse","Better",-85.5519104,12.71134876,16777,342,"Ap15",2015,68,17.5378329,18.62436777,22,1,22.53140211
"paquete_nic_apante_2016_2_058","PM2 Don Rey","ALS 0532-6","INTA Centro Sur","A","B","Worse","Worse","Worse",-85.47637939,12.81922178,17156,356,"Ap16",2016,64,18.1720179,18.86897426,8,2,36.03386164
"paquete 13","INTA Centro Sur","SJC 730-79","INTA Fuerte Sequia","A","B","Better","Worse","Worse",-85.79772949,12.89213455,16703,268,"Po15",2015,70,17.66409922,18.16485267,6,3,81.88741684
"paquete 130","INTA Matagalpa","INTA Precoz","INTA Rojo","C","B","Better","Worse","Better",-85.5821228,12.71268839,16698,263,"Po15",2015,65,18.61999254,20.02814994,10,5,64.97003937
"paquete 36","INTA Matagalpa","PM2 Don Rey","INTA Precoz","A","C","Better","Worse","Worse",-85.80871582,12.8881185,16715,280,"Po15",2015,73,17.61239463,18.49240209,3,12,73.48841524
"paquete 643","ALS 0532-6","INTA Ferroso","INTA Precoz","C","B","Worse","Worse","Better",-85.57525635,12.72742385,16776,341,"Ap15",2015,68,17.0178329,18.73985453,22,1,22.53140211
"paquete 23","INTA Precoz","INTA Matagalpa","INTA Ferroso","B","C","Worse","Better","Worse",-85.78948975,12.84393769,16693,258,"Po15",2015,66,16.6516188,17.44848937,4,2,74.62704659
"paquete_nic_apante_2016_1_097","INTA Rojo","BRT 103-182","INTA Fuerte Sequia","A","C","Better","Worse","Worse",-85.87257385,13.07221862,17162,362,"Ap16",2016,101,13.30331593,13.77932861,8,2,31.07557774
"paquete 922","PM2 Don Rey","INTA Precoz","INTA Rojo","C","B","Better","Worse","Better",-85.45440674,12.8198358,16772,337,"Ap15",2015,62,18.47530399,19.38556882,7,2,21.89277363
"paquete 192","BRT 103-182","INTA Ferroso","INTA Matagalpa","C","A","Worse","Worse","Better",-85.8114624,12.85464891,16708,273,"Po15",2015,66,17.60528534,18.46485267,6,11,73.48841524
"paquete 42","INTA Centro Sur","PM2 Don Rey","INTA Fuerte Sequia","A","C","Better","Worse","Better",-85.82794189,12.87874746,16707,272,"Po15",2015,68,17.21359194,17.72180903,6,10,73.48841524
"paquete 604","SJC 730-79","INTA Fuerte Sequia","INTA Ferroso","B","A","Worse","Better","Worse",-85.40084839,13.00321967,16820,20,"Ap15",2016,64,17.79027602,19.36496084,10,1,58.62469864
"paquete 196","ALS 0532-6","INTA Rojo","BRT 103-182","B","C","Worse","Worse","Worse",-85.81266403,12.89882782,16706,271,"Po15",2015,74,17.78085416,18.64965311,6,9,73.48841524
"paquete 197","PM2 Don Rey","INTA Precoz","SJC 730-79","C","B","Worse","Worse","Better",-85.74691772,12.81715766,16707,272,"Po15",2015,66,17.19049608,18.34795226,6,6,67.05839634
"paquete 198","INTA Fuerte Sequia","INTA Matagalpa","INTA Centro Sur","A","C","Worse","Worse","Worse",-85.79910278,12.86268202,16711,276,"Po15",2015,63,17.69634092,18.4156658,6,5,81.88741684
"paquete 5","INTA Precoz","INTA Ferroso","INTA Matagalpa","A","B","Better","Worse","Worse",-85.81695557,12.87874746,16703,268,"Po15",2015,66,17.39199552,17.93830287,6,6,73.48841524
"paquete 52","INTA Fuerte Sequia","INTA Rojo","PM2 Don Rey","A","C","Worse","Worse","Worse",-85.67962646,12.90953669,16722,287,"Po15",2015,76,17.59143976,18.39,6,5,64.02072859
"paquete 20","INTA Matagalpa","INTA Ferroso","INTA Precoz","C","A","Worse","Worse","Better",-85.8114624,12.88142494,16695,260,"Po15",2015,67,17.53023499,17.92590451,4,2,73.48841524
"paquete_nic_apante_2016_2_143","INTA Centro Sur","INTA Precoz","SJC 730-79","A","C","Better","Worse","Worse",-85.47637939,12.81922178,17169,3,"Ap16",2017,61,18.31313316,19.00476315,5,3,36.03386164
"paquete 201","INTA Matagalpa","INTA Fuerte Sequia","PM2 Don Rey","A","C","Better","Worse","Better",-85.81695557,12.8800862,16714,279,"Po15",2015,68,17.39199552,17.80475942,3,12,73.48841524
"paquete 936","INTA Rojo","PM2 Don Rey","SJC 730-79","B","C","Worse","Better","Worse",-85.46797484,12.80429148,16783,348,"Ap15",2015,61,18.41013428,19.14598657,15,2,17.26550484
"paquete 203","SJC 730-79","INTA Ferroso","ALS 0532-6","A","C","Better","Worse","Worse",-85.81695557,12.88410238,16710,275,"Po15",2015,68,17.39199552,17.83497203,6,12,73.48841524
"paquete 204","PM2 Don Rey","INTA Fuerte Sequia","INTA Precoz","A","C","Worse","Worse","Worse",-85.8114624,12.8747312,16709,274,"Po15",2015,66,17.45193211,18.26485267,6,12,73.48841524
"paquete 206","SJC 730-79","INTA Ferroso","BRT 103-182","A","C","Better","Worse","Worse",-85.81558228,12.87874746,16721,286,"Po15",2015,69,17.39199552,17.76522193,8,8,73.48841524
"paquete_nic_apante_2016_2_149","INTA Rojo","INTA Centro Sur","INTA Ferroso","B","C","Better","Worse","Worse",-85.47637939,12.81922178,17159,359,"Ap16",2016,63,18.1720179,18.89710183,8,2,36.03386164
"paquete 21","ALS 0532-6","BRT 103-182","PM2 Don Rey","B","A","Worse","Better","Worse",-85.79360962,12.87205365,16695,260,"Po15",2015,63,17.87499814,18.4083066,5,2,81.88741684
"paquete_nic_apante_2016_2_151","INTA Fuerte Sequia","SJC 730-79","INTA Precoz","C","B","Better","Better","Worse",-85.47637939,12.81922178,17159,359,"Ap16",2016,63,18.1720179,18.89710183,8,2,36.03386164
"paquete 952","INTA Rojo","INTA Fuerte Sequia","PM2 Don Rey","B","C","Worse","Worse","Better",-85.45715332,12.8144795,16785,350,"Ap15",2015,61,18.47026856,19.29616188,15,2,17.26550484
"paquete 629","INTA Matagalpa","BRT 103-182","INTA Precoz","B","A","Worse","Better","Worse",-85.45715332,12.81314041,16777,342,"Ap15",2015,62,18.39292428,19.34746363,9,2,17.26550484
"paquete 170","INTA Centro Sur","INTA Matagalpa","BRT 103-182","B","A","Worse","Worse","Better",-85.57662964,12.70599017,16698,263,"Po15",2015,67,18.35598657,18.92459157,10,5,64.97003937
"paquete 283","BRT 103-182","SJC 730-79","INTA Ferroso","A","C","Better","Worse","Worse",-86.00097656,13.08432726,16772,337,"Ap15",2015,73,15.73530399,16.52492727,10,3,23.57078695
"paquete 635","INTA Centro Sur","BRT 103-182","SJC 730-79","B","C","Worse","Worse","Worse",-85.46264648,12.83456501,16779,344,"Ap15",2015,60,18.63083551,19.10887355,11,2,17.26550484
"paquete 961","INTA Fuerte Sequia","BRT 103-182","SJC 730-79","C","A","Worse","Better","Better",-85.46401978,12.83054803,16770,335,"Ap15",2015,61,18.63083551,19.23356583,7,2,21.89277363
"paquete 177","INTA Centro Sur","INTA Fuerte Sequia","INTA Precoz","A","C","Better","Worse","Worse",-85.73455811,12.80778398,16688,253,"Po15",2015,64,17.27353226,19.27,8,4,67.05839634
"paquete 128","PM2 Don Rey","ALS 0532-6","INTA Ferroso","B","C","Worse","Better","Better",-85.57800293,12.71804684,16698,263,"Po15",2015,65,18.61999254,20.02814994,10,5,64.97003937
"paquete 223","INTA Ferroso","BRT 103-182","SJC 730-79","A","C","Worse","Worse","Worse",-85.70297241,12.94567573,16720,285,"Po15",2015,87,16.37608728,17.969627,6,5,68.44228268
"paquete 224","INTA Rojo","PM2 Don Rey","INTA Fuerte Sequia","A","C","Better","Worse","Worse",-85.69747925,12.95236757,16702,267,"Po15",2015,90,15.83997389,16.88965311,6,2,65.28272295
"paquete_nic_apante_2016_2_168","INTA Rojo","INTA Ferroso","INTA Precoz","B","A","Worse","Better","Better",-85.47637939,12.81922178,17168,2,"Ap16",2017,61,18.31313316,18.99217456,4,3,36.03386164
"paquete 186","ALS 0532-6","SJC 730-79","BRT 103-182","A","B","Better","Worse","Worse",-85.76322556,12.81163393,16704,269,"Po15",2015,63,18.09338307,19.11116374,6,6,74.62704659
"paquete 134","ALS 0532-6","INTA Ferroso","INTA Precoz","A","C","Better","Better","Worse",-85.69061279,12.83992087,16697,262,"Po15",2015,63,17.80255502,19.0066132,10,5,67.49691868
"paquete 19","SJC 730-79","INTA Fuerte Sequia","INTA Centro Sur","C","B","Worse","Better","Better",-85.81008911,12.8800862,16703,268,"Po15",2015,69,17.53023499,17.92590451,6,6,73.48841524
"paquete 14","INTA Ferroso","INTA Precoz","INTA Matagalpa","C","B","Worse","Worse","Better",-85.78125,12.83322602,16721,286,"Po15",2015,67,17.19,17.67104066,8,5,74.62704659
"paquete 40","INTA Ferroso","INTA Rojo","INTA Matagalpa","C","B","Worse","Worse","Better",-85.77850342,12.85598778,16708,273,"Po15",2015,64,17.87483029,18.88726968,6,4,81.88741684
"paquete 979","BRT 103-182","INTA Rojo","INTA Matagalpa","A","B","Better","Worse","Worse",-85.46676636,12.8225139,16780,345,"Ap15",2015,60,18.41083551,19.02500186,12,2,17.26550484
"paquete_nicaragua_frijol_2016_primera_118","INTA Centro Sur","PM2 Don Rey","SJC 730-79","A","C","Better","Worse","Worse",-85.74932483,12.91111495,16967,167,"Pr15",2016,73,17.11129802,17.4008094,7,2,76.38403511
"paquete 194","PM2 Don Rey","INTA Centro Sur","INTA Precoz","A","C","Worse","Worse","Worse",-85.80734253,12.89213455,16709,274,"Po15",2015,72,17.66151809,18.50750839,6,12,73.48841524
"paquete_nic_apante_2016_2_179","INTA Precoz","INTA Rojo","ALS 0532-6","C","B","Worse","Better","Better",-85.47637939,12.81922178,17161,361,"Ap16",2016,63,18.17449832,18.91724357,8,3,36.03386164
"paquete 244","INTA Centro Sur","ALS 0532-6","INTA Ferroso","A","C","Better","Better","Worse",-85.78399658,13.07412756,16694,259,"Po15",2015,78,16.47441626,17.5038232,5,5,58.93214703
"paquete 609","INTA Precoz","BRT 103-182","PM2 Don Rey","A","C","Better","Worse","Better",-85.45715332,12.8225139,16792,357,"Ap15",2015,60,18.47026856,19.25561358,13,2,17.26550484
"paquete 2","INTA Matagalpa","INTA Precoz","INTA Ferroso","C","B","Worse","Worse","Better",-85.81283569,12.88142494,16696,261,"Po15",2015,67,17.53023499,17.92590451,5,2,73.48841524
"paquete 612","BRT 103-182","INTA Centro Sur","PM2 Don Rey","B","C","Better","Better","Worse",-85.4598999,12.81849673,16775,340,"Ap15",2015,61,18.41083551,19.10937337,7,2,17.26550484
"paquete 614","INTA Fuerte Sequia","INTA Matagalpa","ALS 0532-6","A","B","Better","Better","Better",-85.45852661,12.81581859,16776,341,"Ap15",2015,62,18.47026856,19.34528534,8,2,17.26550484
"paquete_nic_apante_2016_2_189","INTA Centro Sur","PM2 Don Rey","INTA Precoz","A","B","Worse","Better","Worse",-85.47637939,12.81922178,17165,365,"Ap16",2016,62,18.26513614,18.95752704,5,3,36.03386164
"paquete_nic_apante_2016_2_190","SJC 730-79","INTA Rojo","INTA Ferroso","B","A","Worse","Better","Worse",-85.47637939,12.81922178,17160,360,"Ap16",2016,63,18.1720179,18.9071727,8,2,36.03386164
"paquete 259","PM2 Don Rey","ALS 0532-6","INTA Rojo","A","C","Better","Worse","Worse",-85.7963562,13.08482887,16698,263,"Po15",2015,80,15.25357702,16.69,6,5,58.93214703
"paquete_nic_apante_2016_2_196","INTA Ferroso","INTA Centro Sur","INTA Matagalpa","A","C","Better","Worse","Worse",-85.47637939,12.81922178,17161,361,"Ap16",2016,63,18.17449832,18.91724357,8,3,36.03386164
"paquete_nicaragua_frijol_2016_primera_066","INTA Matagalpa","INTA Centro Sur","SJC 730-79","B","A","Better","Worse","Worse",-85.74932483,12.91111495,16975,175,"Pr15",2016,74,17.11129802,17.51443491,3,7,76.38403511
"paquete 267","BRT 103-182","SJC 730-79","INTA Centro Sur","A","B","Better","Better","Worse",-85.67962646,12.7943924,16703,268,"Po15",2015,64,17.73431182,18.81703096,6,6,64.23448896
"paquete 10","INTA Centro Sur","SJC 730-79","INTA Fuerte Sequia","A","B","Better","Worse","Worse",-85.80116272,12.89481188,16734,299,"Po15",2015,73,17.40024618,18.01,8,1,38.47436905
"paquete 624","ALS 0532-6","PM2 Don Rey","INTA Fuerte Sequia","B","C","Worse","Better","Better",-85.46127319,12.80778398,16784,349,"Ap15",2015,60,18.41013428,19.13339799,15,2,17.26550484
"paquete 106","INTA Rojo","INTA Fuerte Sequia","INTA Centro Sur","C","A","Better","Better","Worse",-85.68511963,12.826531,16700,265,"Po15",2015,61,18.67755688,20.94562477,10,4,67.49691868
"paquete 626","INTA Ferroso","INTA Precoz","BRT 103-182","A","C","Better","Better","Worse",-85.4598999,12.80510572,16785,350,"Ap15",2015,60,18.41013428,19.1208094,15,2,17.26550484
"paquete 11","INTA Ferroso","INTA Matagalpa","INTA Precoz","B","C","Worse","Better","Worse",-85.80322266,12.8881185,16705,270,"Po15",2015,72,17.71187244,18.54031705,6,8,73.48841524
"paquete_nicaragua_frijol_2016_primera_088","PM2 Don Rey","INTA Fuerte Sequia","INTA Centro Sur","A","C","Worse","Worse","Worse",-85.71152907,12.94691107,16974,174,"Pr15",2016,79,16.59020515,17.90111526,3,6,76.38403511
"paquete 218","INTA Matagalpa","PM2 Don Rey","INTA Centro Sur","A","C","Better","Worse","Better",-85.71533203,12.95236757,16700,265,"Po15",2015,92,16.2444461,17.68930623,6,2,74.18441963
"paquete 123","INTA Matagalpa","INTA Precoz","INTA Fuerte Sequia","A","B","Better","Worse","Worse",-85.57388306,12.72340517,16699,264,"Po15",2015,65,18.68184633,20.1891906,10,5,64.97003937
"paquete_nicaragua_frijol_2016_primera_093","INTA Precoz","INTA Fuerte Sequia","INTA Ferroso","A","C","Worse","Worse","Worse",-85.94810486,13.01258603,16973,173,"Pr15",2016,73,17.37097352,18.00175308,4,3,57.27211094
"paquete 32","INTA Fuerte Sequia","INTA Precoz","INTA Centro Sur","B","C","Worse","Better","Worse",-85.77575684,12.83858192,16690,255,"Po15",2015,62,17.31067885,17.95137262,5,2,74.62704659
"paquete 33","PM2 Don Rey","INTA Ferroso","INTA Matagalpa","B","A","Worse","Better","Better",-85.78125,12.84125982,16699,264,"Po15",2015,64,17.31067885,17.95137262,6,2,74.62704659
"paquete 34","INTA Rojo","SJC 730-79","ALS 0532-6","C","A","Worse","Worse","Better",-85.78399658,12.83590398,16703,268,"Po15",2015,68,16.6516188,17.43104066,6,6,74.62704659
"paquete 35","INTA Fuerte Sequia","BRT 103-182","INTA Centro Sur","C","B","Better","Worse","Better",-85.80184937,12.86669847,16701,266,"Po15",2015,64,17.70800821,18.4083066,6,4,73.48841524
"paquete_nic_apante_2016_2_169","INTA Matagalpa","INTA Fuerte Sequia","PM2 Don Rey","B","C","Better","Better","Worse",-85.47637939,12.81922178,17157,357,"Ap16",2016,63,18.1720179,18.87370011,8,2,36.03386164
"paquete 226","INTA Matagalpa","SJC 730-79","BRT 103-182","A","C","Better","Better","Worse",-85.7963562,13.08482887,16698,263,"Po15",2015,80,15.25357702,16.69,6,5,58.93214703
"paquete_nicaragua_frijol_2016_primera_110","SJC 730-79","INTA Ferroso","INTA Fuerte Sequia","A","C","Worse","Worse","Worse",-85.9954834,13.01258603,16975,175,"Pr15",2016,67,16.85073107,18.22837374,7,2,58.64300442
"paquete 598","INTA Centro Sur","BRT 103-182","INTA Ferroso","C","A","Worse","Worse","Better",-85.37200928,12.96173584,16798,363,"Ap15",2015,66,18.75013428,19.28089519,7,2,26.17104864
"paquete 190","SJC 730-79","INTA Centro Sur","INTA Rojo","C","A","Worse","Worse","Better",-85.75790405,12.82519197,16708,273,"Po15",2015,65,16.6105483,18.18863484,6,6,74.62704659
"paquete_nicaragua_frijol_2016_primera_114","INTA Centro Sur","SJC 730-79","INTA Precoz","A","C","Better","Worse","Worse",-85.74932483,12.91111495,16967,167,"Pr15",2016,73,17.11129802,17.4008094,7,2,76.38403511
"paquete_nicaragua_frijol_2016_primera_117","ALS 0532-6","INTA Rojo","INTA Precoz","A","C","Worse","Worse","Worse",-85.74932483,12.91111495,16973,173,"Pr15",2016,74,17.11129802,17.43890339,3,5,76.38403511
"paquete 193","INTA Rojo","SJC 730-79","ALS 0532-6","B","A","Worse","Worse","Worse",-85.80322266,12.87874746,16718,283,"Po15",2015,71,17.53126818,17.92590451,6,11,73.48841524
"paquete 145","INTA Precoz","BRT 103-182","INTA Rojo","C","A","Worse","Better","Better",-85.58486938,12.7220656,16698,263,"Po15",2015,64,19.12599403,20.40953749,10,5,64.97003937
"paquete 46","INTA Rojo","INTA Centro Sur","INTA Precoz","A","C","Better","Better","Worse",-85.77163696,12.83322602,16693,258,"Po15",2015,64,16.59065274,17.65186498,4,2,74.62704659
"paquete 47","ALS 0532-6","INTA Matagalpa","INTA Ferroso","A","C","Better","Worse","Worse",-85.74211121,12.90819811,16701,266,"Po15",2015,71,17.16668034,18.60942186,6,2,68.44228268
"paquete_nic_postrera_2016_22","SJC 730-79","INTA Precoz","PM2 Don Rey","A","C","Better","Better","Worse",-85.69015503,12.79528519,17061,261,"Po16",2016,63,17.67998135,20.06759791,5,3,108.2213573
"paquete_nicaragua_frijol_2016_primera_126","PM2 Don Rey","INTA Centro Sur","BRT 103-182","C","B","Worse","Worse","Better",-85.74932483,12.91111495,16967,167,"Pr15",2016,73,17.11129802,17.4008094,7,2,76.38403511
"paquete 611","INTA Ferroso","INTA Fuerte Sequia","INTA Matagalpa","C","A","Worse","Worse","Better",-85.4598999,12.8144795,16785,350,"Ap15",2015,59,18.41083551,18.97464752,15,2,17.26550484
"paquete_nic_postrera_2016_25","INTA Rojo","ALS 0532-6","SJC 730-79","B","A","Worse","Better","Better",-85.69015503,12.79528519,17059,259,"Po16",2016,63,17.70515852,20.06759791,5,1,108.2213573
"paquete 155","INTA Matagalpa","PM2 Don Rey","INTA Centro Sur","A","C","Better","Better","Better",-85.59036255,12.73278198,16699,264,"Po15",2015,66,18.9167624,19.9476837,10,5,64.97003937
"paquete 57","INTA Matagalpa","ALS 0532-6","INTA Precoz","A","C","Better","Worse","Worse",-85.74211121,12.89280389,16708,273,"Po15",2015,71,17.57821335,19.0691906,6,4,64.56450462
"paquete 6","ALS 0532-6","BRT 103-182","PM2 Don Rey","A","C","Better","Worse","Worse",-85.77301025,12.83992087,16700,265,"Po15",2015,64,17.31067885,17.95137262,6,3,74.62704659
"paquete 60","INTA Centro Sur","ALS 0532-6","INTA Precoz","C","A","Worse","Worse","Better",-85.71121216,12.93362997,16690,255,"Po15",2015,74,16.61120477,17.94897053,7,2,68.44228268
"paquete 61","SJC 730-79","INTA Rojo","INTA Matagalpa","A","C","Better","Worse","Worse",-85.71258545,12.85598778,16709,274,"Po15",2015,66,17.26564342,18.01,6,5,64.56450462
"paquete_nic_postrera_2016_31","SJC 730-79","INTA Ferroso","INTA Centro Sur","A","C","Better","Better","Worse",-85.59310913,12.73278198,17064,264,"Po16",2016,78,15.43480418,16.55231257,5,4,93.71448517
"paquete 207","PM2 Don Rey","INTA Fuerte Sequia","ALS 0532-6","A","C","Worse","Worse","Worse",-85.80734253,12.86937608,16706,271,"Po15",2015,65,17.45193211,18.26485267,6,9,73.48841524
"paquete 163","INTA Rojo","SJC 730-79","INTA Fuerte Sequia","A","C","Worse","Better","Better",-85.60546875,12.74081898,16698,263,"Po15",2015,67,18.53991794,19.26837747,9,5,68.84448624
"paquete 66","INTA Centro Sur","PM2 Don Rey","INTA Ferroso","B","C","Worse","Worse","Better",-85.74691772,12.93898371,16700,265,"Po15",2015,83,16.15822454,16.9676837,6,2,68.44228268
"paquete 698","INTA Matagalpa","INTA Centro Sur","INTA Fuerte Sequia","C","A","Worse","Worse","Better",-85.46539307,12.82117485,16777,342,"Ap15",2015,61,18.41083551,19.07412533,9,2,17.26550484
"paquete 210","BRT 103-182","ALS 0532-6","INTA Fuerte Sequia","C","A","Worse","Worse","Better",-85.75927734,12.95504426,16708,273,"Po15",2015,82,15.48939202,16.90884372,6,2,79.06505585
"paquete 71","INTA Matagalpa","ALS 0532-6","BRT 103-182","A","C","Better","Worse","Worse",-85.66864014,13.01927607,16696,261,"Po15",2015,87,15.77579634,17.4097389,5,3,58.15919495
"paquete 116","SJC 730-79","INTA Centro Sur","INTA Precoz","C","B","Better","Better","Better",-85.69198608,12.81581859,16705,270,"Po15",2015,62,18.89374487,20.60826557,10,4,67.49691868
"paquete 118","ALS 0532-6","PM2 Don Rey","INTA Rojo","B","C","Worse","Better","Worse",-85.57388306,12.72072602,16698,263,"Po15",2015,65,18.70198806,20.1891906,10,5,64.97003937
"paquete 77","PM2 Don Rey","INTA Precoz","BRT 103-182","B","C","Better","Better","Better",-85.68786621,12.8225139,16704,269,"Po15",2015,65,18.48895188,20.20930623,10,3,67.49691868
"paquete 12","BRT 103-182","ALS 0532-6","PM2 Don Rey","A","B","Better","Worse","Worse",-85.81832886,12.87339243,16710,275,"Po15",2015,65,17.1689295,17.89293547,6,12,73.48841524
"paquete 634","ALS 0532-6","PM2 Don Rey","INTA Fuerte Sequia","C","A","Worse","Worse","Better",-85.45852661,12.83322602,16784,349,"Ap15",2015,60,18.59250653,19.35415517,15,2,17.26550484
"paquete 175","ALS 0532-6","INTA Rojo","INTA Ferroso","A","C","Better","Worse","Worse",-85.77026367,12.84125982,16693,258,"Po15",2015,62,17.06286833,18.75950019,4,2,74.62704659
"paquete_nicaragua_frijol_2016_primera_092","INTA Rojo","PM2 Don Rey","BRT 103-182","A","C","Better","Worse","Worse",-85.94810486,13.01258603,16974,174,"Pr15",2016,73,17.37097352,18.00175308,4,3,57.27211094
"paquete 9","PM2 Don Rey","ALS 0532-6","BRT 103-182","C","A","Worse","Worse","Better",-85.70983887,12.94433734,16701,266,"Po15",2015,82,16.74734427,18.04930623,6,2,68.44228268
"paquete 179","ALS 0532-6","SJC 730-79","PM2 Don Rey","A","C","Better","Worse","Worse",-85.75653076,12.826531,16708,273,"Po15",2015,65,16.6105483,18.18863484,6,6,74.62704659
"paquete 181","INTA Rojo","INTA Matagalpa","INTA Fuerte Sequia","A","C","Better","Worse","Worse",-85.73181152,12.80644486,16704,269,"Po15",2015,65,18.36002984,19.27,6,6,67.05839634
"paquete_nic_apante_2016_2_062","INTA Ferroso","INTA Fuerte Sequia","PM2 Don Rey","B","C","Better","Better","Worse",-85.47637939,12.81922178,17156,356,"Ap16",2016,64,18.1720179,18.86897426,8,2,36.03386164
"paquete 183","ALS 0532-6","BRT 103-182","INTA Centro Sur","B","C","Worse","Better","Worse",-85.73181152,12.80778398,16706,271,"Po15",2015,65,18.31471093,19.27,6,6,67.05839634
"paquete_nicaragua_frijol_2016_primera_105","INTA Matagalpa","INTA Precoz","ALS 0532-6","B","C","Worse","Better","Worse",-86.02294922,13.01258603,16973,173,"Pr15",2016,66,17.47090638,19.03,7,2,66.78780365
"paquete 185","INTA Matagalpa","PM2 Don Rey","INTA Ferroso","B","A","Worse","Better","Worse",-85.76065063,12.82787002,16700,265,"Po15",2015,64,16.6105483,18.18863484,6,3,74.62704659
"paquete_nicaragua_frijol_2016_primera_014","BRT 103-182","INTA Centro Sur","INTA Fuerte Sequia","C","A","Worse","Worse","Better",-85.77811105,12.84039899,16975,175,"Pr15",2016,64,18.53032451,19.25575159,4,7,80.01194525
"paquete_nicaragua_frijol_2016_primera_106","BRT 103-182","INTA Centro Sur","SJC 730-79","B","C","Worse","Better","Worse",-85.70571899,13.01258603,16975,175,"Pr15",2016,79,14.81,17.12866095,3,5,74.70417786
"paquete_nic_apante_2016_2_173","INTA Ferroso","INTA Fuerte Sequia","ALS 0532-6","A","B","Better","Worse","Better",-85.47637939,12.81922178,17148,348,"Ap16",2016,65,18.1720179,18.86897426,11,2,36.03386164
"paquete 191","INTA Fuerte Sequia","INTA Precoz","PM2 Don Rey","A","C","Better","Worse","Worse",-85.77026367,12.83188703,16705,270,"Po15",2015,65,16.59065274,17.65186498,6,6,74.62704659
"paquete_nic_postrera_2016_11","BRT 103-182","INTA Precoz","INTA Fuerte Sequia","C","A","Worse","Better","Better",-85.69015503,12.79528519,17057,257,"Po16",2016,63,17.73040283,20.06759791,4,1,108.2213573
"paquete 603","INTA Rojo","INTA Precoz","ALS 0532-6","B","A","Worse","Better","Worse",-85.46127319,12.83188703,16787,352,"Ap15",2015,59,18.63083551,19.10887355,15,2,17.26550484
"paquete_nic_postrera_2016_12","INTA Centro Sur","INTA Matagalpa","INTA Rojo","C","A","Better","Worse","Better",-85.63871233,12.750296,17053,253,"Po16",2016,72,16.08041402,18.75785528,3,3,91.62595367
"paquete_nic_apante_2016_2_178","PM2 Don Rey","SJC 730-79","INTA Centro Sur","A","B","Worse","Better","Worse",-85.47637939,12.81922178,17157,357,"Ap16",2016,63,18.1720179,18.87370011,8,2,36.03386164
"paquete_nic_postrera_2016_20","BRT 103-182","INTA Matagalpa","INTA Fuerte Sequia","C","A","Worse","Better","Better",-85.69015503,12.79528519,17060,260,"Po16",2016,63,17.69256994,20.06759791,5,2,108.2213573
"paquete_nicaragua_frijol_2016_primera_047","INTA Rojo","SJC 730-79","PM2 Don Rey","A","C","Better","Worse","Worse",-85.76912035,12.92310291,16975,175,"Pr15",2016,82,16.01020515,17.40732562,3,7,66.96261549
"paquete_nic_apante_2016_2_184","INTA Rojo","ALS 0532-6","INTA Fuerte Sequia","B","A","Worse","Better","Better",-85.47637939,12.81922178,17163,363,"Ap16",2016,62,18.21981723,18.9373853,7,3,36.03386164
"paquete 199","BRT 103-182","INTA Ferroso","INTA Rojo","A","C","Worse","Worse","Worse",-85.80047607,12.89213455,16709,274,"Po15",2015,71,17.60891085,18.16485267,6,12,73.48841524
"paquete_nic_postrera_2016_23","BRT 103-182","INTA Rojo","INTA Matagalpa","A","C","Better","Better","Better",-85.63871233,12.750296,17052,252,"Po16",2016,72,16.08796718,18.87870571,3,3,91.62595367
"paquete_nic_apante_2016_2_187","INTA Ferroso","ALS 0532-6","BRT 103-182","B","C","Worse","Better","Worse",-85.47637939,12.81922178,17160,360,"Ap16",2016,63,18.1720179,18.9071727,8,2,36.03386164
